  15048   2827   4230  7991 
   420   348   4   4    20
   424   348   4   4    20
   428   348   4   4    20
   432   348   4   4    20
   436   348   4   4    20
   440   348   4   4    20
   444   348   4   4    21
   448   348   4   4    20
   452   348   4   4    20
   456   348   4   4    20
   460   348   4   4    20
   464   348   4   4    20
   468   348   4   4    20
   472   348   4   4    20
   476   348   4   4    20
   480   348   4   4    20
   484   348   4   4    20
   488   348   4   4    20
   492   348   4   4    20
   496   348   4   4    20
   500   348   4   4    20
   504   348   4   4    20
   508   348   4   4    20
   512   348   4   4    20
   516   348   4   4    20
   520   348   4   4    20
   524   348   4   4    20
   528   348   4   4    20
   532   348   4   4    20
   536   348   4   4    20
   540   348   4   4    19
   544   348   4   4    19
   548   348   4   4    19
   552   348   4   4    19
   556   348   4   4    19
   560   348   4   4    19
   564   348   4   4    19
   568   348   4   4    19
   572   348   4   4    19
   576   348   4   4    19
   580   348   4   4    19
   584   348   4   4    19
   588   348   4   4    19
   592   348   4   4    19
   596   348   4   4    19
   600   348   4   4    19
   604   348   4   4    18
   608   348   4   4    18
   612   348   4   4    17
   616   348   4   4    18
   620   348   4   4    18
   624   348   4   4    19
   628   348   4   4    18
   632   348   4   4    15
   636   348   4   4    14
   640   348   4   4    16
   644   348   4   4    20
   648   348   4   4    22
   652   348   4   4    25
   656   348   4   4    29
   660   348   4   4    32
   664   348   4   4    34
   668   348   4   4    34
   672   348   4   4    35
   676   348   4   4    35
   680   348   4   4    36
   684   348   4   4    36
   688   348   4   4    37
   692   348   4   4    37
   696   348   4   4    38
   700   348   4   4    39
   704   348   4   4    40
   708   348   4   4    41
   712   348   4   4    42
   716   348   4   4    43
   720   348   4   4    43
   724   348   4   4    43
   728   348   4   4    43
   732   348   4   4    42
   736   348   4   4    42
   740   348   4   4    43
   744   348   4   4    44
   748   348   4   4    45
   752   348   4   4    44
   756   348   4   4    44
   760   348   4   4    44
   764   348   4   4    44
   768   348   4   4    43
   772   348   4   4    42
   776   348   4   4    42
   780   348   4   4    40
   784   348   4   4    39
   788   348   4   4    38
   792   348   4   4    38
   796   348   4   4    35
   800   348   4   4    32
   804   348   4   4    29
   808   348   4   4    24
   812   348   4   4    21
   816   348   4   4    19
   152   352   4   4     5
   156   352   4   4     5
   160   352   4   4     5
   164   352   4   4     5
   168   352   4   4     5
   172   352   4   4     5
   176   352   4   4     5
   180   352   4   4     5
   184   352   4   4     5
   188   352   4   4     5
   192   352   4   4     5
   196   352   4   4     5
   200   352   4   4     5
   204   352   4   4     5
   208   352   4   4     5
   212   352   4   4     5
   216   352   4   4     5
   220   352   4   4     5
   224   352   4   4     5
   384   352   4   4    10
   388   352   4   4    12
   392   352   4   4    14
   396   352   4   4    15
   400   352   4   4    17
   404   352   4   4    18
   408   352   4   4    19
   412   352   4   4    19
   416   352   4   4    20
   420   352   4   4    20
   424   352   4   4    20
   428   352   4   4    20
   432   352   4   4    20
   436   352   4   4    20
   440   352   4   4    20
   444   352   4   4    20
   448   352   4   4    20
   452   352   4   4    20
   456   352   4   4    20
   460   352   4   4    20
   464   352   4   4    20
   468   352   4   4    20
   472   352   4   4    20
   476   352   4   4    20
   480   352   4   4    20
   484   352   4   4    20
   488   352   4   4    20
   492   352   4   4    20
   496   352   4   4    20
   500   352   4   4    20
   504   352   4   4    20
   508   352   4   4    20
   512   352   4   4    20
   516   352   4   4    20
   520   352   4   4    19
   524   352   4   4    19
   528   352   4   4    19
   532   352   4   4    19
   536   352   4   4    19
   540   352   4   4    19
   544   352   4   4    19
   548   352   4   4    19
   552   352   4   4    19
   556   352   4   4    19
   560   352   4   4    19
   564   352   4   4    19
   568   352   4   4    19
   572   352   4   4    19
   576   352   4   4    19
   580   352   4   4    19
   584   352   4   4    19
   588   352   4   4    19
   592   352   4   4    18
   596   352   4   4    18
   600   352   4   4    18
   604   352   4   4    18
   608   352   4   4    17
   612   352   4   4    18
   616   352   4   4    18
   620   352   4   4    18
   624   352   4   4    18
   628   352   4   4    18
   632   352   4   4    16
   636   352   4   4    14
   640   352   4   4    14
   644   352   4   4    19
   648   352   4   4    21
   652   352   4   4    25
   656   352   4   4    29
   660   352   4   4    33
   664   352   4   4    34
   668   352   4   4    35
   672   352   4   4    36
   676   352   4   4    38
   680   352   4   4    39
   684   352   4   4    40
   688   352   4   4    41
   692   352   4   4    41
   696   352   4   4    41
   700   352   4   4    41
   704   352   4   4    43
   708   352   4   4    44
   712   352   4   4    44
   716   352   4   4    44
   720   352   4   4    44
   724   352   4   4    44
   728   352   4   4    44
   732   352   4   4    43
   736   352   4   4    43
   740   352   4   4    44
   744   352   4   4    46
   748   352   4   4    46
   752   352   4   4    46
   756   352   4   4    45
   760   352   4   4    45
   764   352   4   4    45
   768   352   4   4    44
   772   352   4   4    43
   776   352   4   4    43
   780   352   4   4    41
   784   352   4   4    40
   788   352   4   4    40
   792   352   4   4    40
   796   352   4   4    39
   800   352   4   4    36
   804   352   4   4    32
   808   352   4   4    25
   812   352   4   4    22
   816   352   4   4    19
   820   352   4   4    17
   824   352   4   4    15
   152   356   4   4     5
   156   356   4   4     5
   160   356   4   4     5
   164   356   4   4     5
   168   356   4   4     5
   172   356   4   4     5
   176   356   4   4     5
   180   356   4   4     5
   184   356   4   4     5
   188   356   4   4     5
   192   356   4   4     5
   196   356   4   4     5
   200   356   4   4     5
   204   356   4   4     5
   208   356   4   4     5
   212   356   4   4     5
   216   356   4   4     5
   220   356   4   4     5
   224   356   4   4     5
   388   356   4   4     9
   392   356   4   4    11
   396   356   4   4    13
   400   356   4   4    15
   404   356   4   4    16
   408   356   4   4    17
   412   356   4   4    18
   416   356   4   4    19
   420   356   4   4    19
   424   356   4   4    20
   428   356   4   4    20
   432   356   4   4    20
   436   356   4   4    20
   440   356   4   4    20
   444   356   4   4    20
   448   356   4   4    20
   452   356   4   4    20
   456   356   4   4    20
   460   356   4   4    20
   464   356   4   4    20
   468   356   4   4    20
   472   356   4   4    20
   476   356   4   4    20
   480   356   4   4    20
   484   356   4   4    20
   488   356   4   4    20
   492   356   4   4    20
   496   356   4   4    20
   500   356   4   4    20
   504   356   4   4    20
   508   356   4   4    20
   512   356   4   4    20
   516   356   4   4    20
   520   356   4   4    19
   524   356   4   4    19
   528   356   4   4    19
   532   356   4   4    19
   536   356   4   4    19
   540   356   4   4    19
   544   356   4   4    19
   548   356   4   4    19
   552   356   4   4    18
   556   356   4   4    18
   560   356   4   4    19
   564   356   4   4    19
   568   356   4   4    19
   572   356   4   4    19
   576   356   4   4    19
   580   356   4   4    19
   584   356   4   4    18
   588   356   4   4    18
   592   356   4   4    18
   596   356   4   4    18
   600   356   4   4    18
   604   356   4   4    18
   608   356   4   4    17
   612   356   4   4    18
   616   356   4   4    18
   620   356   4   4    18
   624   356   4   4    18
   628   356   4   4    18
   632   356   4   4    17
   636   356   4   4    15
   640   356   4   4    14
   644   356   4   4    18
   648   356   4   4    20
   652   356   4   4    23
   656   356   4   4    28
   660   356   4   4    32
   664   356   4   4    34
   668   356   4   4    36
   672   356   4   4    37
   676   356   4   4    39
   680   356   4   4    42
   684   356   4   4    44
   688   356   4   4    46
   692   356   4   4    47
   696   356   4   4    48
   700   356   4   4    47
   704   356   4   4    46
   708   356   4   4    46
   712   356   4   4    46
   716   356   4   4    44
   720   356   4   4    44
   724   356   4   4    44
   728   356   4   4    44
   732   356   4   4    44
   736   356   4   4    44
   740   356   4   4    45
   744   356   4   4    46
   748   356   4   4    47
   752   356   4   4    46
   756   356   4   4    47
   760   356   4   4    47
   764   356   4   4    46
   768   356   4   4    45
   772   356   4   4    44
   776   356   4   4    43
   780   356   4   4    41
   784   356   4   4    41
   788   356   4   4    41
   792   356   4   4    41
   796   356   4   4    41
   800   356   4   4    40
   804   356   4   4    38
   808   356   4   4    33
   812   356   4   4    25
   816   356   4   4    19
   820   356   4   4    17
   824   356   4   4    18
   828   356   4   4    16
   152   360   4   4     5
   156   360   4   4     5
   160   360   4   4     5
   164   360   4   4     5
   168   360   4   4     6
   172   360   4   4     5
   176   360   4   4     5
   180   360   4   4     5
   184   360   4   4     5
   188   360   4   4     5
   192   360   4   4     5
   196   360   4   4     5
   200   360   4   4     5
   204   360   4   4     5
   208   360   4   4     5
   212   360   4   4     5
   216   360   4   4     5
   392   360   4   4     9
   396   360   4   4    11
   400   360   4   4    13
   404   360   4   4    15
   408   360   4   4    16
   412   360   4   4    17
   416   360   4   4    18
   420   360   4   4    19
   424   360   4   4    19
   428   360   4   4    19
   432   360   4   4    19
   436   360   4   4    20
   440   360   4   4    20
   444   360   4   4    20
   448   360   4   4    20
   452   360   4   4    20
   456   360   4   4    20
   460   360   4   4    20
   464   360   4   4    20
   468   360   4   4    20
   472   360   4   4    20
   476   360   4   4    20
   480   360   4   4    20
   484   360   4   4    20
   488   360   4   4    20
   492   360   4   4    20
   496   360   4   4    20
   500   360   4   4    20
   504   360   4   4    19
   508   360   4   4    19
   512   360   4   4    19
   516   360   4   4    19
   520   360   4   4    19
   524   360   4   4    18
   528   360   4   4    19
   532   360   4   4    19
   536   360   4   4    18
   540   360   4   4    18
   544   360   4   4    18
   548   360   4   4    18
   552   360   4   4    18
   556   360   4   4    18
   560   360   4   4    18
   564   360   4   4    18
   568   360   4   4    18
   572   360   4   4    18
   576   360   4   4    18
   580   360   4   4    18
   584   360   4   4    18
   588   360   4   4    18
   592   360   4   4    18
   596   360   4   4    17
   600   360   4   4    17
   604   360   4   4    17
   608   360   4   4    16
   612   360   4   4    17
   616   360   4   4    17
   620   360   4   4    17
   624   360   4   4    18
   628   360   4   4    18
   632   360   4   4    17
   636   360   4   4    16
   640   360   4   4    14
   644   360   4   4    16
   648   360   4   4    18
   652   360   4   4    21
   656   360   4   4    25
   660   360   4   4    30
   664   360   4   4    33
   668   360   4   4    36
   672   360   4   4    38
   676   360   4   4    41
   680   360   4   4    43
   684   360   4   4    46
   688   360   4   4    48
   692   360   4   4    50
   696   360   4   4    53
   700   360   4   4    54
   704   360   4   4    55
   708   360   4   4    54
   712   360   4   4    54
   716   360   4   4    51
   720   360   4   4    46
   724   360   4   4    45
   728   360   4   4    45
   732   360   4   4    46
   736   360   4   4    46
   740   360   4   4    46
   744   360   4   4    46
   748   360   4   4    47
   752   360   4   4    47
   756   360   4   4    48
   760   360   4   4    47
   764   360   4   4    47
   768   360   4   4    46
   772   360   4   4    44
   776   360   4   4    42
   780   360   4   4    41
   784   360   4   4    41
   788   360   4   4    42
   792   360   4   4    41
   796   360   4   4    42
   800   360   4   4    42
   804   360   4   4    42
   808   360   4   4    40
   812   360   4   4    35
   816   360   4   4    29
   820   360   4   4    23
   824   360   4   4    19
   828   360   4   4    17
   148   364   4   4     5
   152   364   4   4     5
   156   364   4   4     5
   160   364   4   4     5
   164   364   4   4     5
   168   364   4   4     5
   172   364   4   4     5
   176   364   4   4     5
   180   364   4   4     5
   184   364   4   4     5
   188   364   4   4     5
   192   364   4   4     5
   400   364   4   4    10
   404   364   4   4    13
   408   364   4   4    14
   412   364   4   4    16
   416   364   4   4    17
   420   364   4   4    18
   424   364   4   4    18
   428   364   4   4    19
   432   364   4   4    19
   436   364   4   4    19
   440   364   4   4    19
   444   364   4   4    19
   448   364   4   4    19
   452   364   4   4    20
   456   364   4   4    20
   460   364   4   4    20
   464   364   4   4    20
   468   364   4   4    20
   472   364   4   4    20
   476   364   4   4    19
   480   364   4   4    19
   484   364   4   4    20
   488   364   4   4    19
   492   364   4   4    19
   496   364   4   4    19
   500   364   4   4    19
   504   364   4   4    19
   508   364   4   4    19
   512   364   4   4    19
   516   364   4   4    18
   520   364   4   4    18
   524   364   4   4    18
   528   364   4   4    18
   532   364   4   4    18
   536   364   4   4    18
   540   364   4   4    18
   544   364   4   4    18
   548   364   4   4    18
   552   364   4   4    18
   556   364   4   4    18
   560   364   4   4    18
   564   364   4   4    18
   568   364   4   4    18
   572   364   4   4    18
   576   364   4   4    18
   580   364   4   4    18
   584   364   4   4    18
   588   364   4   4    18
   592   364   4   4    17
   596   364   4   4    17
   600   364   4   4    17
   604   364   4   4    17
   608   364   4   4    16
   612   364   4   4    17
   616   364   4   4    17
   620   364   4   4    17
   624   364   4   4    17
   628   364   4   4    17
   632   364   4   4    16
   636   364   4   4    16
   640   364   4   4    14
   644   364   4   4    13
   648   364   4   4    16
   652   364   4   4    18
   656   364   4   4    21
   660   364   4   4    25
   664   364   4   4    29
   668   364   4   4    33
   672   364   4   4    36
   676   364   4   4    40
   680   364   4   4    43
   684   364   4   4    46
   688   364   4   4    48
   692   364   4   4    50
   696   364   4   4    52
   700   364   4   4    55
   704   364   4   4    56
   708   364   4   4    58
   712   364   4   4    60
   716   364   4   4    61
   720   364   4   4    61
   724   364   4   4    58
   728   364   4   4    56
   732   364   4   4    55
   736   364   4   4    54
   740   364   4   4    51
   744   364   4   4    49
   748   364   4   4    47
   752   364   4   4    47
   756   364   4   4    49
   760   364   4   4    49
   764   364   4   4    48
   768   364   4   4    47
   772   364   4   4    45
   776   364   4   4    42
   780   364   4   4    41
   784   364   4   4    41
   788   364   4   4    41
   792   364   4   4    42
   796   364   4   4    43
   800   364   4   4    43
   804   364   4   4    43
   808   364   4   4    42
   812   364   4   4    40
   816   364   4   4    36
   820   364   4   4    31
   824   364   4   4    26
   828   364   4   4    21
   832   364   4   4    18
   836   364   4   4    16
   148   368   4   4     5
   152   368   4   4     5
   156   368   4   4     5
   160   368   4   4     5
   164   368   4   4     5
   168   368   4   4     5
   172   368   4   4     5
   176   368   4   4     5
   180   368   4   4     5
   184   368   4   4     5
   188   368   4   4     5
   192   368   4   4     5
   404   368   4   4    11
   408   368   4   4    13
   412   368   4   4    15
   416   368   4   4    16
   420   368   4   4    17
   424   368   4   4    17
   428   368   4   4    17
   432   368   4   4    17
   436   368   4   4    17
   440   368   4   4    18
   444   368   4   4    19
   448   368   4   4    19
   452   368   4   4    19
   456   368   4   4    19
   460   368   4   4    19
   464   368   4   4    19
   468   368   4   4    19
   472   368   4   4    19
   476   368   4   4    19
   480   368   4   4    19
   484   368   4   4    19
   488   368   4   4    19
   492   368   4   4    19
   496   368   4   4    19
   500   368   4   4    19
   504   368   4   4    19
   508   368   4   4    19
   512   368   4   4    18
   516   368   4   4    18
   520   368   4   4    18
   524   368   4   4    18
   528   368   4   4    18
   532   368   4   4    18
   536   368   4   4    18
   540   368   4   4    18
   544   368   4   4    17
   548   368   4   4    18
   552   368   4   4    18
   556   368   4   4    18
   560   368   4   4    18
   564   368   4   4    18
   568   368   4   4    18
   572   368   4   4    18
   576   368   4   4    18
   580   368   4   4    17
   584   368   4   4    17
   588   368   4   4    17
   592   368   4   4    17
   596   368   4   4    17
   600   368   4   4    17
   604   368   4   4    16
   608   368   4   4    16
   612   368   4   4    16
   616   368   4   4    16
   620   368   4   4    16
   624   368   4   4    16
   628   368   4   4    16
   632   368   4   4    15
   636   368   4   4    15
   640   368   4   4    15
   644   368   4   4    13
   648   368   4   4    13
   652   368   4   4    16
   656   368   4   4    18
   660   368   4   4    20
   664   368   4   4    22
   668   368   4   4    25
   672   368   4   4    29
   676   368   4   4    33
   680   368   4   4    37
   684   368   4   4    40
   688   368   4   4    43
   692   368   4   4    45
   696   368   4   4    48
   700   368   4   4    50
   704   368   4   4    53
   708   368   4   4    55
   712   368   4   4    57
   716   368   4   4    59
   720   368   4   4    60
   724   368   4   4    61
   728   368   4   4    61
   732   368   4   4    62
   736   368   4   4    62
   740   368   4   4    61
   744   368   4   4    59
   748   368   4   4    57
   752   368   4   4    54
   756   368   4   4    52
   760   368   4   4    51
   764   368   4   4    50
   768   368   4   4    49
   772   368   4   4    46
   776   368   4   4    44
   780   368   4   4    42
   784   368   4   4    41
   788   368   4   4    41
   792   368   4   4    43
   796   368   4   4    43
   800   368   4   4    44
   804   368   4   4    44
   808   368   4   4    43
   812   368   4   4    41
   816   368   4   4    38
   820   368   4   4    36
   824   368   4   4    33
   828   368   4   4    28
   832   368   4   4    23
   836   368   4   4    19
   840   368   4   4    19
   152   372   4   4     5
   156   372   4   4     5
   160   372   4   4     5
   164   372   4   4     5
   168   372   4   4     5
   172   372   4   4     5
   176   372   4   4     5
   408   372   4   4    11
   412   372   4   4    13
   416   372   4   4    15
   420   372   4   4    16
   424   372   4   4    15
   428   372   4   4    16
   432   372   4   4    16
   436   372   4   4    17
   440   372   4   4    17
   444   372   4   4    18
   448   372   4   4    18
   452   372   4   4    18
   456   372   4   4    19
   460   372   4   4    19
   464   372   4   4    19
   468   372   4   4    19
   472   372   4   4    19
   476   372   4   4    19
   480   372   4   4    19
   484   372   4   4    19
   488   372   4   4    19
   492   372   4   4    18
   496   372   4   4    19
   500   372   4   4    18
   504   372   4   4    18
   508   372   4   4    18
   512   372   4   4    18
   516   372   4   4    18
   520   372   4   4    18
   524   372   4   4    18
   528   372   4   4    18
   532   372   4   4    18
   536   372   4   4    18
   540   372   4   4    17
   544   372   4   4    17
   548   372   4   4    17
   552   372   4   4    17
   556   372   4   4    17
   560   372   4   4    18
   564   372   4   4    18
   568   372   4   4    17
   572   372   4   4    17
   576   372   4   4    17
   580   372   4   4    17
   584   372   4   4    16
   588   372   4   4    16
   592   372   4   4    16
   596   372   4   4    16
   600   372   4   4    16
   604   372   4   4    15
   608   372   4   4    15
   612   372   4   4    15
   616   372   4   4    15
   620   372   4   4    15
   624   372   4   4    15
   628   372   4   4    15
   632   372   4   4    14
   636   372   4   4    14
   640   372   4   4    14
   644   372   4   4    14
   648   372   4   4    14
   652   372   4   4    14
   656   372   4   4    14
   660   372   4   4    15
   664   372   4   4    16
   668   372   4   4    17
   672   372   4   4    18
   676   372   4   4    19
   680   372   4   4    20
   684   372   4   4    22
   688   372   4   4    24
   692   372   4   4    27
   696   372   4   4    33
   700   372   4   4    38
   704   372   4   4    44
   708   372   4   4    47
   712   372   4   4    52
   716   372   4   4    57
   720   372   4   4    59
   724   372   4   4    60
   728   372   4   4    61
   732   372   4   4    61
   736   372   4   4    62
   740   372   4   4    62
   744   372   4   4    62
   748   372   4   4    62
   752   372   4   4    61
   756   372   4   4    60
   760   372   4   4    58
   764   372   4   4    55
   768   372   4   4    54
   772   372   4   4    51
   776   372   4   4    48
   780   372   4   4    46
   784   372   4   4    45
   788   372   4   4    44
   792   372   4   4    43
   796   372   4   4    44
   800   372   4   4    44
   804   372   4   4    44
   808   372   4   4    43
   812   372   4   4    41
   816   372   4   4    39
   820   372   4   4    37
   824   372   4   4    36
   828   372   4   4    33
   832   372   4   4    29
   836   372   4   4    25
   840   372   4   4    21
   844   372   4   4    19
   848   372   4   4    18
   156   376   4   4     5
   160   376   4   4     5
   164   376   4   4     5
   168   376   4   4     5
   172   376   4   4     5
   176   376   4   4     5
   412   376   4   4    11
   416   376   4   4    13
   420   376   4   4    14
   424   376   4   4    14
   428   376   4   4    15
   432   376   4   4    15
   436   376   4   4    16
   440   376   4   4    16
   444   376   4   4    17
   448   376   4   4    17
   452   376   4   4    18
   456   376   4   4    18
   460   376   4   4    18
   464   376   4   4    18
   468   376   4   4    18
   472   376   4   4    17
   476   376   4   4    18
   480   376   4   4    18
   484   376   4   4    18
   488   376   4   4    19
   492   376   4   4    19
   496   376   4   4    18
   500   376   4   4    18
   504   376   4   4    18
   508   376   4   4    18
   512   376   4   4    17
   516   376   4   4    17
   520   376   4   4    17
   524   376   4   4    18
   528   376   4   4    18
   532   376   4   4    17
   536   376   4   4    17
   540   376   4   4    17
   544   376   4   4    17
   548   376   4   4    17
   552   376   4   4    17
   556   376   4   4    17
   560   376   4   4    17
   564   376   4   4    17
   568   376   4   4    17
   572   376   4   4    17
   576   376   4   4    17
   580   376   4   4    16
   584   376   4   4    15
   588   376   4   4    15
   592   376   4   4    15
   596   376   4   4    15
   600   376   4   4    15
   604   376   4   4    14
   608   376   4   4    14
   612   376   4   4    14
   616   376   4   4    14
   620   376   4   4    14
   624   376   4   4    14
   628   376   4   4    14
   632   376   4   4    13
   636   376   4   4    13
   640   376   4   4    14
   644   376   4   4    14
   648   376   4   4    13
   652   376   4   4    13
   656   376   4   4    13
   660   376   4   4    13
   664   376   4   4    12
   668   376   4   4    11
   672   376   4   4    10
   716   376   4   4    52
   720   376   4   4    56
   724   376   4   4    59
   728   376   4   4    60
   732   376   4   4    60
   736   376   4   4    60
   740   376   4   4    61
   744   376   4   4    61
   748   376   4   4    61
   752   376   4   4    60
   756   376   4   4    58
   760   376   4   4    57
   764   376   4   4    57
   768   376   4   4    58
   772   376   4   4    57
   776   376   4   4    54
   780   376   4   4    51
   784   376   4   4    50
   788   376   4   4    49
   792   376   4   4    46
   796   376   4   4    45
   800   376   4   4    45
   804   376   4   4    44
   808   376   4   4    43
   812   376   4   4    41
   816   376   4   4    39
   820   376   4   4    37
   824   376   4   4    36
   828   376   4   4    34
   832   376   4   4    33
   836   376   4   4    30
   840   376   4   4    25
   844   376   4   4    22
   848   376   4   4    19
   852   376   4   4    19
   856   376   4   4    17
   156   380   4   4     5
   160   380   4   4     5
   164   380   4   4     5
   168   380   4   4     5
   172   380   4   4     5
   176   380   4   4     5
   416   380   4   4     9
   420   380   4   4    11
   424   380   4   4    13
   428   380   4   4    14
   432   380   4   4    14
   436   380   4   4    15
   440   380   4   4    15
   444   380   4   4    16
   448   380   4   4    17
   452   380   4   4    17
   456   380   4   4    17
   460   380   4   4    17
   464   380   4   4    16
   468   380   4   4    16
   472   380   4   4    16
   476   380   4   4    17
   480   380   4   4    17
   484   380   4   4    18
   488   380   4   4    18
   492   380   4   4    18
   496   380   4   4    18
   500   380   4   4    18
   504   380   4   4    17
   508   380   4   4    17
   512   380   4   4    17
   516   380   4   4    17
   520   380   4   4    17
   524   380   4   4    17
   528   380   4   4    17
   532   380   4   4    17
   536   380   4   4    17
   540   380   4   4    17
   544   380   4   4    17
   548   380   4   4    17
   552   380   4   4    17
   556   380   4   4    17
   560   380   4   4    17
   564   380   4   4    17
   568   380   4   4    17
   572   380   4   4    16
   576   380   4   4    16
   580   380   4   4    16
   584   380   4   4    15
   588   380   4   4    15
   592   380   4   4    15
   596   380   4   4    14
   600   380   4   4    14
   604   380   4   4    13
   608   380   4   4    13
   612   380   4   4    13
   616   380   4   4    12
   620   380   4   4    12
   624   380   4   4    11
   628   380   4   4    11
   632   380   4   4    11
   636   380   4   4    11
   640   380   4   4    11
   644   380   4   4    11
   648   380   4   4    11
   652   380   4   4    10
   716   380   4   4    46
   720   380   4   4    53
   724   380   4   4    56
   728   380   4   4    58
   732   380   4   4    59
   736   380   4   4    59
   740   380   4   4    58
   744   380   4   4    59
   748   380   4   4    58
   752   380   4   4    57
   756   380   4   4    56
   760   380   4   4    55
   764   380   4   4    56
   768   380   4   4    57
   772   380   4   4    57
   776   380   4   4    56
   780   380   4   4    57
   784   380   4   4    57
   788   380   4   4    56
   792   380   4   4    52
   796   380   4   4    49
   800   380   4   4    47
   804   380   4   4    45
   808   380   4   4    42
   812   380   4   4    41
   816   380   4   4    39
   820   380   4   4    37
   824   380   4   4    35
   828   380   4   4    34
   832   380   4   4    33
   836   380   4   4    32
   840   380   4   4    30
   844   380   4   4    27
   848   380   4   4    24
   852   380   4   4    21
   856   380   4   4    19
   860   380   4   4    18
   168   384   4   4     5
   172   384   4   4     5
   176   384   4   4     5
   424   384   4   4    10
   428   384   4   4    12
   432   384   4   4    13
   436   384   4   4    13
   440   384   4   4    14
   444   384   4   4    15
   448   384   4   4    15
   452   384   4   4    16
   456   384   4   4    15
   460   384   4   4    15
   464   384   4   4    16
   468   384   4   4    15
   472   384   4   4    15
   476   384   4   4    15
   480   384   4   4    16
   484   384   4   4    17
   488   384   4   4    17
   492   384   4   4    16
   496   384   4   4    16
   500   384   4   4    17
   504   384   4   4    17
   508   384   4   4    17
   512   384   4   4    16
   516   384   4   4    16
   520   384   4   4    16
   524   384   4   4    16
   528   384   4   4    16
   532   384   4   4    16
   536   384   4   4    16
   540   384   4   4    16
   544   384   4   4    16
   548   384   4   4    16
   552   384   4   4    16
   556   384   4   4    16
   560   384   4   4    16
   564   384   4   4    16
   568   384   4   4    16
   572   384   4   4    16
   576   384   4   4    15
   580   384   4   4    15
   584   384   4   4    14
   588   384   4   4    14
   592   384   4   4    13
   716   384   4   4    45
   720   384   4   4    50
   724   384   4   4    53
   728   384   4   4    55
   732   384   4   4    56
   736   384   4   4    58
   740   384   4   4    59
   744   384   4   4    58
   748   384   4   4    57
   752   384   4   4    56
   756   384   4   4    55
   760   384   4   4    55
   764   384   4   4    55
   768   384   4   4    55
   772   384   4   4    54
   776   384   4   4    55
   780   384   4   4    56
   784   384   4   4    57
   788   384   4   4    57
   792   384   4   4    56
   796   384   4   4    54
   800   384   4   4    52
   804   384   4   4    47
   808   384   4   4    44
   812   384   4   4    41
   816   384   4   4    38
   820   384   4   4    36
   824   384   4   4    34
   828   384   4   4    33
   832   384   4   4    32
   836   384   4   4    31
   840   384   4   4    31
   844   384   4   4    30
   848   384   4   4    28
   852   384   4   4    25
   856   384   4   4    23
   860   384   4   4    20
   864   384   4   4    18
   868   384   4   4    17
   872   384   4   4    16
   168   388   4   4     5
   432   388   4   4    11
   436   388   4   4    12
   440   388   4   4    12
   444   388   4   4    13
   448   388   4   4    13
   452   388   4   4    14
   456   388   4   4    14
   460   388   4   4    14
   464   388   4   4    14
   468   388   4   4    14
   472   388   4   4    14
   476   388   4   4    14
   480   388   4   4    14
   484   388   4   4    15
   488   388   4   4    15
   492   388   4   4    16
   496   388   4   4    15
   500   388   4   4    15
   504   388   4   4    16
   508   388   4   4    16
   512   388   4   4    15
   516   388   4   4    16
   520   388   4   4    15
   524   388   4   4    15
   528   388   4   4    16
   532   388   4   4    16
   536   388   4   4    16
   540   388   4   4    16
   544   388   4   4    15
   548   388   4   4    15
   552   388   4   4    15
   556   388   4   4    15
   560   388   4   4    15
   564   388   4   4    15
   568   388   4   4    15
   572   388   4   4    14
   576   388   4   4    14
   580   388   4   4    13
   700   388   4   4     8
   704   388   4   4    14
   708   388   4   4    26
   712   388   4   4    37
   716   388   4   4    45
   720   388   4   4    48
   724   388   4   4    50
   728   388   4   4    51
   732   388   4   4    53
   736   388   4   4    55
   740   388   4   4    56
   744   388   4   4    56
   748   388   4   4    56
   752   388   4   4    55
   756   388   4   4    54
   760   388   4   4    54
   764   388   4   4    53
   768   388   4   4    52
   772   388   4   4    52
   776   388   4   4    53
   780   388   4   4    54
   784   388   4   4    55
   788   388   4   4    55
   792   388   4   4    54
   796   388   4   4    53
   800   388   4   4    51
   804   388   4   4    48
   808   388   4   4    46
   812   388   4   4    44
   816   388   4   4    40
   820   388   4   4    36
   824   388   4   4    34
   828   388   4   4    32
   832   388   4   4    31
   836   388   4   4    30
   840   388   4   4    30
   844   388   4   4    29
   848   388   4   4    29
   852   388   4   4    28
   856   388   4   4    26
   860   388   4   4    24
   864   388   4   4    21
   868   388   4   4    19
   872   388   4   4    18
   876   388   4   4    17
   880   388   4   4    16
   884   388   4   4    12
   168   392   4   4     5
   448   392   4   4    11
   452   392   4   4    12
   456   392   4   4    12
   460   392   4   4    13
   464   392   4   4    13
   468   392   4   4    13
   472   392   4   4    13
   476   392   4   4    13
   480   392   4   4    14
   484   392   4   4    14
   488   392   4   4    14
   492   392   4   4    15
   496   392   4   4    14
   500   392   4   4    14
   504   392   4   4    15
   508   392   4   4    15
   512   392   4   4    14
   516   392   4   4    14
   520   392   4   4    14
   524   392   4   4    14
   528   392   4   4    15
   532   392   4   4    15
   536   392   4   4    15
   540   392   4   4    15
   544   392   4   4    15
   548   392   4   4    14
   552   392   4   4    14
   556   392   4   4    13
   560   392   4   4    13
   564   392   4   4    13
   568   392   4   4    13
   572   392   4   4    12
   676   392   4   4     7
   680   392   4   4     6
   684   392   4   4     5
   688   392   4   4     6
   692   392   4   4     7
   696   392   4   4     8
